Time_sec,X_2d_X,X_2d_Y,PupilDiameter,GazeOrigin_X,GazeOrigin_Y,GazeOrigin_Z,GazeDirection_X,GazeDirection_Y,GazeDirection_Z,CameraDirection_X,CameraDirection_Y,CameraDirection_Z,CameraOrigin_X,CameraOrigin_Y,CameraOrigin_Z
0.703107,,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
0.734396,,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
0.750902,,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
0.767432,,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
0.81504,,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
0.846395,,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
0.862947,,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
0.903381,,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
0.920112,,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
0.936641,,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
0.953262,0.6265136,1.9199,3.465202,2732.263,-57.85027,62.68981,-0.4743291,-0.8211645,0.3173338,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
0.970077,,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
0.986652,,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
1.003223,0.6306598,1.90105,3.467972,2732.264,-57.84375,62.6921,-0.4765484,-0.8172055,0.3241554,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
1.020042,0.635438,1.876383,3.412529,2732.265,-57.83511,62.69468,-0.4798593,-0.8118606,0.3325921,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
1.036663,,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
1.053142,,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
1.070008,0.6382486,1.946178,3.480873,2732.265,-57.85929,62.69671,-0.4638276,-0.8244061,0.3243739,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
1.086674,,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
